File Name,Embeddings
common.pdf-1,"-0.47752097,-0.5903188,-0.17905943,0.37446946,-0.35852027,-0.16623801,-0.121920645,0.17590761,-0.087201566,0.23602758,-0.12323528,-0.36156785,-0.11879826,0.37075168,0.24934144,-0.46415773,-0.19718641,-0.045777246,0.0058132038,0.16231945,-0.028960919,-0.0709768,-0.32583505,-0.010550462,0.07351379,0.07719571,-0.03352814,-0.15189293,-0.06578779,-0.154386,-0.00428422,-0.05598716,0.008487338,0.04825384,-0.000112783644,-0.6342219,0.3299204,-0.5034056,-0.2136956,0.22310029,-0.1897569,0.49527374,0.37707198,-0.4786346,0.19953915,0.34223935,0.036420047,-0.15516174,-0.045302585,0.113843985,0.17247094,0.13718742,-0.35662627,-0.12473918,0.08488727,0.07433041,-0.2666622,0.3562934,0.7987809,0.31033933,-0.0680014,-0.21141542,-0.14861065,0.103647634,-0.59461045,-0.03369463,0.363792,-0.10236859,0.45270967,0.3984093,0.069962114,-0.27705747,-0.009314019,0.07198287,-0.0895679,-0.42857298,-0.16279325,0.31627464,0.18068232,0.19047807,-0.20049095,0.33421028,-0.057718944,0.09403871,0.1301375,0.10420543,0.066740274,0.2108852,-0.54720324,0.0637109,0.41248178,-0.47573975,0.2445593,0.060481403,0.11347473,0.0064905435,-0.008169822,-0.33588833,0.18968755,0.09201524,-0.21813126,-0.02878575,-0.0020120684,-0.03982968,0.0617808,-0.074428484,0.42530155,0.039477304,0.18123268,0.12614855,0.106802344,-0.028581627,0.33606946,0.13294655,-0.026428277,0.12516345,-0.052628033,0.08472808,-0.04248905,-0.10333433,-0.60370874,-0.123662144,0.10831715,-0.28412026,0.15043968,0.0319531,-0.2174718,-0.07363775,0.05514869,-0.4454038,-0.06817235,0.12670682,-0.103175454,0.2970688,0.06696282,-0.4915781,-0.0135449385,0.37236947,0.5692103,-0.15685248,-0.031980783,-0.42160398,-0.1346693,-0.34582162,-0.040066622,0.14838454,0.27614194,-0.08528529,-0.25778022,-0.005620621,0.08293106,0.04841664,0.20881729,0.10664524,0.043997638,0.274385,0.23810059,-0.067008376,0.18034878,-0.05465766,0.38641614,0.08276284,0.24007961,-0.11589988,-0.26568738,0.3926921,-0.3393321,0.08382395,0.37964517,0.035519727,-0.20947811,-0.23852299,-0.38483676,-0.090236194,-0.027186286,-0.40352732,0.25257698,0.08785288,-0.046770453,0.1753126,0.3789118,0.056895047,0.33067197,0.119908065,0.606382,-0.13511005,0.093344495,0.098953955,-0.13075979,-0.14346223,-0.081845716,-0.21484427,0.12203651,-0.05029007,0.30177084,-0.38715565,0.22899458,0.050768208,0.02953155,0.030195098,0.15617925,-0.33017457,0.20241614,-0.06341915,-0.24122292,-0.3306134,-0.19057274,0.03688567,0.08869233,0.21861959,0.13573484,-0.045185875,-0.17719716,0.17611201,0.0587422,0.27164727,0.078995496,0.009293944,-0.06498997,0.0909152,-0.20044015,0.07838836,-0.257457,-0.31592974,-0.032445885,-0.021894645,0.12341192,-0.26055184,-0.06083885,0.10273553,0.12176794,-0.054128803,0.02719184,0.055901185,0.17003067,0.021018773,0.26817206,0.34786648,0.1325912,-0.4907915,0.29976282,0.24740134,0.045072965,-0.07028249,-0.032221645,0.6192413,0.3911699,0.37935495,0.023478918,-0.08778749,-0.2760947,0.3426286,-0.5454146,0.04036846,-0.27370086,0.12864992,-0.106158435,0.19525258,-0.39008424,0.12753713,0.6066745,-0.11156872,0.37665614,0.38276443,0.25037208,-0.1878463,-0.2817557,-0.24387182,0.0126264915,-0.08319818,0.21578011,-0.10235945,0.14539774,-0.29028606,0.4074957,0.11259945,-0.37635607,0.09778689,-0.1758454,0.13031279,0.059136793,-0.2436942,0.085712075,-0.25651118,0.15565942,0.27564815,-0.14900546,-0.2901735,-0.1178866,-0.1048563,-0.27299643,-0.23220377,-0.088357754,-0.26378104,0.05004571,-0.005385643,-0.16758786,0.23252392,0.11846551,-0.37783936,-0.013762943,-0.4382752,-0.08348128,0.05948792,0.18444672,-0.19091715,0.20193854,-0.29287213,0.12109731,-0.12776506,-0.2667744,0.008041456,0.2295512,-0.32078612,0.057510756,0.286206,-0.48267436,-0.020390505,0.016285477,-0.10544202,-0.11477277,0.1645401,-0.25480664,0.0068131206,0.109764814,-0.42526945,0.26798096,0.12125243,-0.2212917,0.024308588,0.50053424,-0.079152174,-0.35817012,0.11886935,-0.1665787,0.059796467,-0.06864362,-0.057921898,-0.035153616,0.026888588,-0.02677371,0.17654555,0.12042594,0.09711968,-0.03989102,-0.04006342,0.20681225,0.049402706,-0.030349702,0.11529397,0.040740162,-0.13238421,0.085463636,-0.030378059,0.64347494,-0.09008853,-0.16943344,0.5249363,-0.013155319,0.07902998,0.30033627,0.21057403,0.2504719,0.15176974,0.6574915,0.060406156,0.2218479,-0.3778563,-0.41765627,0.124591425,0.38985872,0.089406885,-0.20059846,0.47000915,-0.083096616,0.339515,-0.053254865,-0.09934336,-0.360318,-0.13288589,0.2251696,-0.28964293,0.3356554,-0.4336582,-0.36505753,0.2619244,-0.009753659,-0.25520304,0.15061161,-0.4350342,0.2987796,0.22086947,0.030214136,0.22691396,0.23567733,0.06797815,0.23107283,-0.053619463,0.006903816,0.13685037,0.11239488,-0.30518073,0.49661902,0.066107966,0.016881488,-0.3602775,-0.14731787,-0.29344398,-0.36215124,-0.22113085,-0.36444068,0.2831911,-0.38659054,0.14871489,0.34265795,-0.019054964,-0.13947509,-0.08195937,-0.15728025,-0.12566358,-0.2151282,0.19368708,0.12052222,0.20357679,-0.09152634,0.31567845,-0.004431924,0.12921628,0.1576086,-0.002238987,-0.24980947,0.055203505,-0.03901324,-0.080480956,-0.17666209,-0.23794064,-0.47073084,0.21353032,0.26344907,0.34027126,-0.08564505,0.55608684,0.3326369,0.14893399,0.2867124,-0.32610795,-0.26919037,-0.04891008,-0.52764994,0.020470936,-0.24443963,-0.32343423,-0.32504988,0.60889465,-0.18854013,-0.016452774,-0.021477409,0.3177061,-0.024227684,0.13436128,0.1771738,0.9602999,-0.23067345,-0.024509404,0.2855219,-0.19940737,-0.27095586,0.38234127,0.031742766,-0.14727156,0.15898141,-0.11959727,-0.23564458,0.1712637,0.103986226,-0.33959123,0.018766692,-0.65524536,-0.16476259,0.27054,0.14202686,-0.023630613,0.037684187,-0.11494835,0.14679024,-0.15150496,-0.19790196,-0.09062575,0.15490706,-0.1555364,0.0022942498,-0.2202097,-0.14158005,0.06069236,-0.080448486,0.037722588,-0.32946754,0.5498801,0.075672366,0.068654455,-0.06875326,0.2452215,0.090039685,-0.11715347,-0.04887194,0.076434806,0.042109672,-0.17511344,0.06941334,-0.07680014,0.41081047,0.19102222,0.5851693,-0.25178242,0.123732366,0.2677615,0.12226508,-0.38349143,-0.027561352,-0.22404128,-0.14278892,0.036232367,0.14749488,0.079673186,0.14212072,0.0771105,-0.1621208,-0.13333693,-0.027412288,0.25171947,0.015396643,-0.11861198,0.4764067,-0.40347767,-0.16673532,0.47216743,-0.14270829,-0.05167452,-0.009113696,-0.19974731,0.034561098,0.28365558,0.7703402,-0.19533375,0.2668244,-0.32516217,0.1203568,0.44194347,0.22040473,0.44180095,0.08054146,0.025345981,-0.14998698,0.03665448,0.20595208,-0.23205914,-0.046670534,-0.0815833,0.11145019,-0.26731846,-0.24436733,0.07016543,0.08717927,0.057935297,-0.041828528,-0.009824643,-0.17752266,-0.21742876,0.10304678,-0.011086844,0.20566027,-0.179756,-0.025438335,0.03557084,0.02901324,0.030931849,0.30579537,-0.128192,0.18969648,-0.18050417,-0.065946914,-0.38983536,0.02300407,-0.30127287,0.29380777,0.043915577,0.010455385,0.12465392,-0.068588234,-0.26485866,0.4359633,0.3614568,-0.017369688,0.03175496,-0.04567779,0.20439826,-0.09964236,0.15594131,0.21358766,-0.0574474,-0.2884475,-0.24547201,0.07671802,0.03708838,0.22490723,-0.058909822,0.0030778851,-0.10421926,0.3627549,-0.021422053,-0.029783595,-0.3480369,-0.14934924,0.26829717,-0.08469889,0.40520984,0.44877425,0.6090959,0.31226802,0.3033634,0.098688394,-0.060601898,-0.22958253,-0.17862624,0.010803209,0.057081528,-0.16787682,0.51865,0.05684304,0.12846552,0.040724136,-0.19643098,-0.14471188,-0.160707,0.34757674,0.073478036,-0.13286473,-0.2706944,-0.33243793,0.31991524,0.12878728,0.15461263,-0.08123153,-0.16454461,-0.15104575,-0.26503146,0.14250845,0.12988722,0.37176192,0.30000177,0.103666484,-0.24562186,-0.006757103,0.20451084,-0.105863675,-0.041883342,0.39373648,0.08836938,-0.5514054,0.1875658,-0.12407838,0.012495484,-0.28480732,0.19368799,-0.19088244,-0.0925426,0.42713645,-0.31239903,0.34969008,0.1780356,-0.0595019,0.13700041,0.06463712,-0.22217034,0.11537573,-0.55244976,-0.126537,-0.14704481,-0.2252442,0.1328198,-0.027631104,0.34582925,-0.120225325,-0.28745922,0.2498013,0.07447084,0.115194075,0.13071238,0.07989072,0.03424325,0.5287669,0.1657164,0.043765694,-0.0698632,-0.20176774,-0.09087701,0.19900867,-0.045412783,0.12197244,0.2942735,0.35951528,-0.032642297,0.2586596,-0.112540394,0.13105021,-0.47656107,0.22968163,0.17371273,-0.358574,0.25158507,-0.21970686,-0.32613635,0.3024328,0.16628459,-0.25598332,0.14452124,-0.43200845,0.08060318,0.43131587,-0.12422037,-0.20013487,-0.01517641,-0.0024487823,0.06648683,0.13436303,0.47763196,0.24480386,0.46314245,0.4311787,-0.295829,-0.15229529,-0.0490174,0.030322049,0.13682434,0.49817944,-0.17452088,-0.35924897,-0.26077634,-0.36113754,0.14891738,-0.02607438,-0.17554763,0.17675057,-0.33851287,-0.14983048,0.25285184,-0.0031693187,-0.37758648,0.16328152,-0.3065254,-0.18055032,0.04029472,0.108261496,0.32953945,-0.12845719,0.16589463,0.271894,0.10234813,-0.105339676,0.19603024,-0.108570606,-0.14360137,-0.037759908,0.12914257,0.15588605,0.37164882,-0.08111897,-0.14589965"
common.pdf-2,"-0.035804674,0.02136606,-0.18082933,0.26681674,0.010869108,-0.35376656,-0.08380209,0.51535356,0.3200103,0.07776967,-0.06284828,-0.048216324,-0.21307729,0.27421907,0.2869892,-0.38424996,0.09186904,0.149645,-0.3702407,0.009838991,-0.2581777,0.07166865,-0.18790147,0.10279698,-0.16303523,0.050820574,-0.22414684,0.24464196,-0.1914787,-0.23440368,-0.13491532,0.0033043101,0.088023156,0.043949343,-0.00010412625,-0.41314542,0.3777451,-0.22753853,0.054586265,0.10184209,0.04557331,0.14950739,-0.09383289,-0.099611826,-0.048802637,-0.18277378,0.035551466,-0.35661492,-0.0682289,0.4208449,0.2142775,0.036767606,-0.18285927,-0.24453522,-0.057462133,0.377975,-0.14169155,0.34605753,0.4129773,0.12141974,-0.41025305,0.060064882,-0.20400745,0.10512732,-0.046555065,-0.025508963,0.4680852,-0.04764562,0.32961413,0.51535785,0.12968333,-0.4176927,0.13022569,0.24672684,-0.33579725,-0.32087964,0.072605155,0.13237607,0.16736555,0.3753807,0.39113742,0.2739003,-0.19335057,0.24946845,0.30789873,0.046748,0.028418582,-0.07782116,-0.38669562,-0.29862863,0.2366986,-0.106980994,0.3347013,0.2552957,0.18480356,0.22918746,0.14910585,-0.21888015,0.068732254,0.025670443,-0.21067075,-0.01557659,-0.18815318,0.10124544,0.041167174,0.09976636,0.14316475,-0.16214941,0.2275204,0.08806702,0.5180643,-0.076206654,0.26260656,0.04474603,-0.09619054,0.062294986,-0.028490508,0.19428012,-0.1299516,0.053831935,-0.5653612,-0.16850518,-0.14448354,-0.034513555,0.024752054,0.14222802,-0.15781687,0.08178006,-0.1099042,-0.40167838,-0.17735699,0.31157085,-0.11169481,0.28925434,0.08018656,-0.28444588,-0.049059004,0.2774107,0.1943708,0.026219815,-0.10204649,-0.45997646,0.3313896,0.0003814064,-0.036519676,0.014854422,0.20814596,-0.19795856,-0.24557117,0.111789465,0.22578087,-0.1213662,0.2641798,0.1891718,-0.021857109,0.10637838,0.35539854,0.001962062,0.13549764,-0.08971816,0.38675028,0.15493989,0.15539427,-0.15026808,-0.1707836,0.40641564,-0.13466835,0.009274922,-0.20289962,-0.2684404,0.036335513,-0.10861994,0.15795845,0.43402112,-0.1386164,-0.29224646,-0.065233596,0.1388045,-0.26724312,0.1997743,0.22671925,-0.06570818,0.36711892,-0.012456805,0.34950998,0.066643745,0.23647162,-0.019827738,0.058974706,0.15332341,-0.1497496,-0.32187814,-0.25026488,0.123233005,0.24295485,-0.1129654,-0.006709084,-0.44751742,0.2987459,-0.04972886,0.2661513,-0.0010956451,0.44454414,-0.34229493,0.112226255,-0.36119494,0.17070815,0.09612992,0.0074842125,0.09424941,0.10585899,0.22506489,-0.1415025,0.12547125,0.07814017,0.1474487,0.22207394,-0.13304493,-0.09279089,0.104713276,-0.2858376,0.6530251,-0.16278738,-0.19747522,-0.004667558,0.34982258,0.007961564,-0.16322164,0.1505976,0.24336171,0.022639185,0.10480583,0.22028801,-0.06974294,0.10585694,0.12708315,0.2476185,0.29208985,-0.03771387,-0.5130335,0.54339725,0.20611154,0.06831628,0.08826872,0.18061757,0.41637492,0.21803781,0.35394546,0.21074356,0.058919676,0.0735794,-0.13783456,-0.34842172,-0.11075236,0.062737115,0.27618358,0.19078667,0.37911037,-0.054098442,0.13634683,0.3097156,-0.25131312,0.3300804,0.15438268,-0.22300798,-0.20362204,-0.12266533,-0.27591926,0.1662519,0.12371211,-0.0152483545,-0.07982754,0.020812359,-0.29852512,0.12935992,0.12186006,0.00148181,0.26340076,-0.22937864,0.18278359,-0.12857696,-0.15496065,0.09105068,-0.028072352,-0.23217472,0.059498392,-0.22808073,-0.30680662,0.01896659,-0.16283393,-0.019101027,-0.22001354,-0.3218109,-0.41617668,-0.24512887,-0.20247349,0.30429673,0.21556102,-0.03739725,-0.44449246,-0.095107965,-0.46033135,-0.0074003413,0.16944177,0.2697962,0.13567837,0.33871534,-0.41639274,-0.088532336,-0.25315434,-0.20584312,0.39515826,0.40095943,-0.24350142,-0.2190764,0.23040944,0.05497784,0.335181,-0.105052784,0.19004902,0.043917663,0.075606406,-0.24057567,-0.04965137,0.07579008,-0.35419738,0.0012832675,-0.21567269,0.10802962,-0.0015492141,0.55434346,0.086880036,-0.04740369,0.2405111,-0.13087654,0.14952177,-0.07000887,-0.06889246,-0.117559806,-0.092707634,-0.030080866,-0.06780669,-0.16997546,-0.0391413,-0.070180014,-0.15926954,0.24089606,0.010670262,0.292731,0.23793778,-0.20315228,0.1708138,-0.035640966,0.0041143727,0.22062689,-0.17244002,0.15476818,0.61942625,0.018412724,0.48236015,0.18398347,-0.050972454,0.3799162,0.11203247,0.42562333,0.3049619,0.3110546,-0.1658074,-0.14238995,0.0168863,0.09194033,0.070577495,-0.16011573,0.19550955,-0.00043010153,0.20209788,0.017558686,-0.12506758,-0.41576007,-0.12518772,0.41241017,-0.0051729344,0.4734388,-0.23278375,-0.5826513,0.1194848,0.13944188,-0.21682017,0.20443612,-0.18969718,-0.033587128,0.27911043,0.027134934,0.07871102,-0.059944704,0.18079735,-0.25535512,-0.109924376,-0.29553664,-0.10230568,-0.12389914,-0.31186396,0.0057432298,0.010223463,0.25772256,-0.3231857,-0.04061423,-0.23502342,-0.43084073,-0.103409335,-0.067301676,0.31279644,0.054822184,-0.005251825,0.19369328,-0.14730817,-0.11957994,-0.21606554,-0.10215604,-0.078221396,-0.28435385,0.058805328,-0.14779459,-0.005675011,-0.105624236,0.1168907,0.085400335,0.13800988,0.063210085,-0.18995242,-0.04815991,0.013064724,-0.03480443,-0.12313983,-0.11504534,0.175113,0.24265048,-0.02418597,0.15146016,0.17111549,-0.37070572,0.5154759,0.41174963,0.29721725,0.003706105,0.029754186,-0.18804373,0.027828746,-0.4289343,-0.063664824,-0.06797722,-0.18869439,-0.42460918,0.65592355,0.07963763,-0.2852408,-0.1809379,0.12302433,-0.027965648,0.14845707,0.37311018,0.82792985,0.014631115,0.18396801,0.086369686,-0.1048819,-0.33556628,0.022765405,-0.10185851,-0.36834326,-0.2169838,-0.20085876,-0.18685973,0.16333878,-0.03191282,-0.39246663,-0.042027622,-0.40198344,0.17501968,0.6255923,0.23516983,-0.08774124,-0.30426514,0.0013908446,0.2167392,-0.18181892,-0.15291086,0.09223646,-0.15651806,-0.33388376,0.29630107,-0.39997476,-0.14831436,-0.21844903,-0.108471006,0.10914731,0.045886636,0.17502323,-0.07517016,0.20957716,0.02854016,0.21401566,-0.14017476,0.16817346,-0.096739426,0.13264601,0.11480146,0.5487648,-0.08522016,-0.08898089,0.18046868,0.1903587,0.559264,-0.59734297,-0.060489014,0.31843483,0.059684604,-0.26428238,0.20454076,-0.3867798,-0.023156947,0.17730668,0.056620456,-0.054393437,-0.17489362,-0.01531988,-0.030286174,-0.2621906,0.12413047,0.41322947,0.35140043,-0.29290923,0.49842155,-0.2811673,-0.29323947,0.13957402,0.2902688,0.005216211,0.1839506,-0.09534036,-0.3278933,0.01671027,0.042809553,-0.16005869,0.00741487,-0.5005022,-0.060538188,-0.10681235,0.49125963,0.22239237,-0.08846395,-0.13782173,-0.25210863,0.026184777,-0.04353679,-0.4094497,-0.2913692,0.2787692,-0.06848987,0.11603314,-0.1395694,0.06730937,-0.11312874,0.18299252,-0.045529135,-0.16271709,-0.33200395,-0.15151599,0.07822039,-0.06585277,-0.037434325,0.23501767,-0.31487674,-0.041272018,-0.07925035,0.03815888,0.17505863,-0.05234129,0.45926246,-0.28147954,0.021808427,-0.10206532,-0.008352954,-0.31458142,0.12678424,-0.14482173,-0.05030471,0.064305626,-0.026746303,-0.14726542,0.22398934,0.20141584,0.014901893,0.31221795,-0.11117555,0.27910435,-0.0705444,0.10359708,0.26092488,-0.076744,-0.30900255,-0.14902276,0.28008208,0.107112005,0.2597823,-0.39285958,-0.45731163,0.022324275,0.17201641,0.029564407,-0.25635424,-0.034455977,0.1378848,0.24499595,-0.18281353,0.006877015,0.32245484,0.3609649,0.2912256,0.22115454,0.34663093,0.049992125,0.24050069,-0.085551076,0.042200133,0.235647,0.031346597,0.50436383,0.09159756,0.17425057,0.30385566,-0.41935068,0.19432747,-0.20858991,0.27683243,0.1823263,0.15899175,-0.30167335,-0.26067448,0.10093277,0.18527828,0.05863729,-0.01083111,-0.24569005,-0.24017331,-0.23110184,0.010060519,0.36172527,0.29382122,-0.26401442,0.0275595,-0.19498795,-0.19721588,-0.0050399825,-0.060165223,-0.291225,0.201463,-0.11797391,-0.6670299,0.17582844,0.22310254,0.088457316,-0.543449,0.20818138,-0.32040507,-0.35350415,0.25051862,-0.09173984,0.32737267,0.276251,-0.11040191,0.15782695,-0.11577354,-0.37456712,0.26819265,-0.10364112,0.111215845,0.4743071,0.037476633,0.037323818,0.02508827,0.13740736,-0.59510934,-0.60751665,0.5236982,-0.19214502,0.26020634,0.23078683,0.12461366,-0.26541886,0.3455037,0.075799994,-0.041723356,-0.25296688,0.08029732,-0.070647255,0.014691211,0.0063371696,-0.01765719,-0.11703095,0.027043572,0.062139153,0.067879826,-0.31993616,-0.07039918,-0.5433378,-0.0834744,-0.06319052,-0.13230437,-0.17513308,0.14569426,0.042160094,0.005792342,-0.025040496,-0.24206075,0.22385862,-0.3744539,-0.07899189,0.6432098,-0.008751065,-0.19766471,-0.008099649,0.17025815,-0.18640098,-0.10907466,0.41136596,0.38506567,0.09968352,0.6768966,-0.0827647,0.17599107,-0.005204086,-0.4768434,0.28831497,0.46721056,-0.13930371,-0.41288695,-0.23317565,-0.07400862,0.069015555,0.0036765623,-0.15841371,0.062016867,-0.1735959,-0.22773534,-0.000619784,-0.19089772,-0.19082126,-0.0044269003,-0.28162304,-0.23097263,0.21696264,0.06153318,0.4205928,0.059934832,-0.09959811,0.1475291,-0.04813575,-0.13715586,0.37229633,0.016780052,0.21028675,-0.17053394,0.028502088,0.12965663,-0.16790329,-0.35364246,-0.30980253"
